"Abbrev","Full Title","Trnsl. Title","Publ.","Relat. Jrl.","ISSN","New","High Density","Book Ser","Video Ser","Bibl. Jrl."
"Comput. Mol. Biol.","Computational Molecular Biology","","MIT Press, Cambridge, MA.","","","N","N","Y","N","N"
"Comput. Music Sci.","Computational Music Science","","Springer, Berlin.","","","N","N","Y","N","N"
"Comput. Neurosci.","Computational Neuroscience","","MIT Press, Cambridge, MA.","","","N","N","Y","N","N"
"Comput. Oper. Res.","Computers & Operations Research","","Elsevier Sci. B. V., Amsterdam.","","0305-0548","N","N","N","N","N"
"Comput. Optim. Appl.","Computational Optimization and Applications. An International Journal","","Springer, Dordrecht.","","0926-6003","N","Y","N","N","N"
"Comput. Phys. Comm.","Computer Physics Communications. An International Journal and Program Library for Computational Physics and Physical Chemistry","","North-Holland, Amsterdam.","","0010-4655","N","N","N","N","N"
"Comput. Sci. Data Anal. Ser.","Computer Science and Data Analysis Series","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Comput. Sci. Eng.","Computational Science & Engineering","","SIAM, Philadelphia, PA.","","","N","N","Y","N","N"
"Comput. Sci. J. Moldova","Academy of Sciences of Moldova. Institute of Mathematics and Computer Science. Computer Science Journal of Moldova","","Acad. Sci. Moldova, Inst. Math. Comput. Sci., Kishinev.","","1561-4042","N","N","N","N","N"
"Comput. Statist.","Computational Statistics","","Physica, Heidelberg.","","0943-4062","N","N","N","N","N"
"Comput. Statist. Data Anal.","Computational Statistics & Data Analysis","","Elsevier B. V., Amsterdam.","","0167-9473","N","N","N","N","N"
"Comput. Vis. Sci.","Computing and Visualization in Science","","Springer, Heidelberg.","","1432-9360","N","N","N","N","N"
"Computing","Computing. Archives for Scientific Computing","","Springer, Vienna.","","0010-485X","N","Y","N","N","N"
"Confluentes Math.","Confluentes Mathematici","","World Sci. Publ., Singapore.","","1793-7442","N","Y","N","N","N"
"Conform. Geom. Dyn.","Conformal Geometry and Dynamics. An Electronic Journal of the American Mathematical Society","","Amer. Math. Soc., Providence, RI.","","1088-4173","N","Y","N","N","N"
"Congr. Numer.","Congressus Numerantium. A Conference Journal on Numerical Themes","","Utilitas Math., Winnipeg, MB.","","0384-9864","N","Y","N","N","N"
"Constr. Approx.","Constructive Approximation. An International Journal for Approximations and Expansions","","Springer, New York.","","0176-4276","N","Y","N","N","N"
"Constraints","Constraints. An International Journal","","Springer, Dordrecht.","","1383-7133","N","Y","N","N","N"
"Contemp. Chall. Math. Fluid Dyn. Appl.","Contemporary Challenges in Mathematical Fluid Dynamics and Its Applications","","World Sci. Publ., Hackensack, NJ.","","","N","N","Y","N","N"
"Contemp. Math.","Contemporary Mathematics","","Amer. Math. Soc., Providence, RI.","","0271-4132","N","N","Y","N","N"
"Contemp. Math. Appl.","Contemporary Mathematics and Its Applications","","Hindawi Publ. Corp., Cairo.","","","N","N","Y","N","N"
"Contemp. Mathematicians","Contemporary Mathematicians","","Birkhauser Verlag, Basel.","","","N","N","Y","N","N"
"Contin. Mech. Thermodyn.","Continuum Mechanics and Thermodynamics","","Springer, Berlin.","","0935-1175","N","N","N","N","N"
"Contrib. Discrete Math.","Contributions to Discrete Mathematics","","Contrib. Discrete Math., Calgary, AB.","","1715-0868","N","Y","N","N","N"
"Contrib. Manag. Sci.","Contributions to Management Science","","Physica-Verlag/Springer, Heidelberg.","","","N","N","Y","N","N"
"Contrib. Math. Comput. Sci.","Contributions in Mathematical and Computational Sciences","","Springer, Heidelberg.","","","Y","N","Y","N","N"
"Contrib. Statist.","Contributions to Statistics","","Physica-Verlag/Springer, Heidelberg.","","1431-1968","N","N","Y","N","N"
"Control Cybernet.","Control and Cybernetics","","Polish Acad. Sci. Syst. Res. Inst., Warsaw.","","0324-8569","N","N","N","N","N"
"Control Decis.","Control and Decision. Kongzhi yu Juece","","Control Decis., Editor. Off., Shenyang.","","1001-0920","N","N","N","N","N"
"Control Eng.","Control Engineering","","Birkhauser/Springer, New York.","","","N","N","Y","N","N"
"Control Intell. Syst.","Control and Intelligent Systems","","ACTA Press, Calgary, AB.","","1480-1752","N","N","N","N","N"
"Control Syst. Robot. Manuf. Ser.","Control Systems, Robotics and Manufacturing Series","","ISTE, London.","","","N","N","Y","N","N"
"Controversies (CVS)","Controversies (CVS)","","John Benjamins Publ. Co., Amsterdam.","","1574-1583","Y","N","Y","N","N"
"Cornerstones","Cornerstones","","Birkhauser/Springer, New York.","","","N","N","Y","N","N"
"Cosmos","Cosmos. An Interdisciplinary Journal in Science","","World Sci. Publ., Singapore.","","0219-6077","N","N","N","N","N"
"Courant Lect. Notes Math.","Courant Lecture Notes in Mathematics","","Courant Inst. Math. Sci., New York.","","","N","N","Y","N","N"
"Cours Spec.","Cours Specialises","Specialized Courses","Soc. Math. France, Paris.","","1284-6090","N","N","Y","N","N"
"CRC Ser. Comput. Mech. Appl. Anal.","CRC Series in Computational Mechanics and Applied Analysis","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"CRC Ser. Mod. Mech. Math.","CRC Series: Modern Mechanics and Mathematics","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Creat. Math. Inform.","Creative Mathematics and Informatics","","N. Univ. Baia Mare, Baia Mare.","","1584-286X","N","N","N","N","N"
"CRM Monogr. Ser.","CRM Monograph Series","","Amer. Math. Soc., Providence, RI.","","1065-8599","N","N","Y","N","N"
"CRM Proc. Lecture Notes","CRM Proceedings & Lecture Notes","","Amer. Math. Soc., Providence, RI.","","1065-8580","N","N","Y","N","N"
"CRM Ser. Math. Phys.","CRM Series in Mathematical Physics","","Springer, New York.","","","N","N","Y","N","N"
"CRM Series","Centro di Ricerca Matematica Ennio De Giorgi (CRM) Series","","Ed. Norm., Pisa.","","","N","N","Y","N","N"
"Croat. Oper. Res. Rev. CRORR","Croatian Operational Research Review. CRORR","","Croatian Oper. Res. Soc., Zagreb.","","1848-0225","Y","N","N","N","N"
"Cryptogr. Commun.","Cryptography and Communications","","Springer, New York.","","1936-2447","N","Y","N","N","N"
"Cryptol. Inf. Secur. Ser.","Cryptology and Information Security Series","","IOS, Amsterdam.","","1871-6431","N","N","Y","N","N"
"CSLI Lecture Notes","CSLI Lecture Notes","","CSLI Publ., Stanford, CA.","","","N","N","Y","N","N"
"Cubo","Cubo. A Mathematical Journal","","Univ. Frontera, Dep. Mat. Estad., Temuco.","","0716-7776","N","Y","N","N","N"
"Cult. Hist. Math.","Culture and History of Mathematics","","Hindustan Book Agency, New Delhi.","","","N","N","Y","N","N"
"Cult. Mem.","Cultura e Memoria","Culture and Memory","Olschki, Florence.","","","N","N","Y","N","N"
"Curr. Dev. Theory Appl. Wavelets","Current Development in Theory and Applications of Wavelets","","Pushpa, Allahabad.","","0973-5607","N","Y","N","N","N"
"Current Sci.","Current Science","","Curr. Sci. Assoc., Bangalore.","","0011-3891","N","N","N","N","N"
"Cursos Congr. Univ. Santiago de Compostela","Cursos e Congresos da Universidade de Santiago de Compostela","Courses and Conferences of the University of Santiago de Compostela","Univ. Santiago de Compostela, Santiago de Compostela.","","","N","N","Y","N","N"
"CWI Syllabi","CWI Syllabi","","Centrum Wisk. Inform., Amsterdam.","","","N","N","Y","N","N"
"Cybern. Inf. Technol.","Cybernetics and Information Technologies","","Bulgar. Acad. Sci., Inst. Inf. Technol., Sofia.","","1311-9702","N","N","N","N","N"
"Cybernet. Systems Anal.","Cybernetics and Systems Analysis","","Springer, New York.","Translation of Kibernet. Sistem. Anal.","1060-0396","N","N","N","N","N"
"Czechoslovak Math. J.","Czechoslovak Mathematical Journal","","Acad. Sci. Czech Repub. Inst. Math., Prague.","","0011-4642","N","Y","N","N","N"
"Dalian Lilong Daxue Xuebao","","","","See J. Dalian Univ. Technol.","","N","N","N","N","N"
"Dalnevost. Mat. Sb.","Dalnevostochnyi Matematicheskii Sbornik. Rossiiskaya Akademiya Nauk. Dalnevostochnoe Otdelenie, Institut Prikladnoi Matematiki","","Dalnauka, Vladivostok.","Continued as Dalnevost. Mat. Zh.","","N","N","N","N","N"
"Dalnevost. Mat. Zh.","Dalnevostochnyi Matematicheskii Zhurnal. Far Eastern Mathematical Journal","","Dalnauka, Vladivostok.","Formerly Dalnevost. Mat. Sb.","1608-845X","Y","Y","N","N","N"
"Dangdai Kexue Qianyan Luncong/New Front. Sci.","Dangdai Kexue Qianyan Luncong/New Frontiers of Science","","Higher Ed. Press, Beijing.","","","N","N","Y","N","N"
"Data Min. Knowl. Discov.","Data Mining and Knowledge Discovery","","Springer, Dordrecht.","","1384-5810","N","N","N","N","N"
"David Hilbert's Found. Lect.","David Hilbert's Foundational Lectures","","Springer, Berlin.","","","N","N","Y","N","N"
"De Diversis Artibus","De Diversis Artibus","","Brepols, Turnhout.","","","N","N","Y","N","N"
"de Gruyter Exp. Math.","de Gruyter Expositions in Mathematics","","Walter de Gruyter, Berlin.","","0938-6572","N","N","Y","N","N"
"de Gruyter Lehrbuch","de Gruyter Lehrbuch","de Gruyter Textbook","de Gruyter, Berlin.","","","N","N","Y","N","N"
"de Gruyter Ser. Log. Appl.","de Gruyter Series in Logic and its Applications","","Walter de Gruyter, Berlin.","","1438-1893","N","N","Y","N","N"
"De Gruyter Ser. Nonlinear Anal. Appl.","De Gruyter Series in Nonlinear Analysis and Applications","","de Gruyter, Berlin.","","0941-813X","N","N","Y","N","N"
"de Gruyter Stud. Math.","de Gruyter Studies in Mathematics","","de Gruyter, Berlin.","","0179-0986","N","N","Y","N","N"
"de Gruyter Textbook","de Gruyter Textbook","","de Gruyter, Berlin.","","","N","N","Y","N","N"
"Decis. Anal.","Decision Analysis","","INFORMS, Hanover, MD.","","1545-8490","Y","N","N","N","N"
"Decis. Econ. Finance","Decisions in Economics and Finance. A Journal of Applied Mathematics","","Springer Italia, Milan.","","1593-8883","N","Y","N","N","N"
"Decis. Eng.","Decision Engineering","","Springer, London.","","","N","N","Y","N","N"
"Decis. Mak. Manuf. Serv.","Decision Making in Manufacturing and Services","","AGH Univ. Sci. Tech., Krakow.","","1896-8325","N","N","N","N","N"
"Demonstratio Math.","Demonstratio Mathematica","","Warsaw Univ. Tech., Warsaw.","","0420-1213","N","Y","N","N","N"
"Des. Codes Cryptogr.","Designs, Codes and Cryptography. An International Journal","","Springer, Dordrecht.","","0925-1022","N","Y","N","N","N"
"Dev. Heat Transf.","Developments in Heat Transfer","","Comput. Mech., Southampton.","","1369-7331","N","N","Y","N","N"
"Dev. Math.","Developments in Mathematics","","SpringerWienNewYork, Vienna.","","1389-2177","N","N","Y","N","N"
"Devices Circuits Syst.","Devices, Circuits, and Systems","","CRC Press, Boca Raton, FL.","","","Y","N","Y","N","N"
"DGDS Differ. Geom. Dyn. Syst. Monogr.","DGDS. Differential Geometry---Dynamical Systems. Monographs","","Geom. Balkan Press, Bucharest.","","","N","N","Y","N","N"
"Diagrammes","Diagrammes","","Univ. Paris 7---Denis Diderot, Paris.","","0224-3911","N","Y","N","N","N"
"Dialectica","Dialectica","","Wiley-Blackwell, Malden, MA.","","0012-2017","N","N","N","N","N"
"Dialogue","Dialogue. Canadian Philosophical Review. Revue Canadienne de Philosophie","","Laurier Univ. Press, Waterloo, ON.","","0012-2173","N","N","N","N","N"
"Dianzi Keji Daxue Xuebao","Dianzi Keji Daxue Xuebao. Journal of University of Electronic Science and Technology of China","","J. Univ. Electron. Sci. Tech. China, Editor. Dept., Chengdu.","","1001-0548","N","N","N","N","N"
"Differ. Equ.","Differential Equations","","Pleiades Publishing, Ltd., Road Town.","Translation of Differ. Uravn.","0012-2661","N","N","N","N","N"
"Differ. Equ. Appl.","Differential Equations & Applications","","ELEMENT, Zagreb.","","1847-120X","N","N","N","N","N"
"Differ. Equ. Dyn. Syst.","Differential Equations and Dynamical Systems","","Springer India, New Delhi.","","0971-3514","N","Y","N","N","N"
"Differ. Geom. Dyn. Syst.","Differential Geometry---Dynamical Systems","","Balkan Soc. Geometers, Bucharest.","","1454-511X","N","Y","N","N","N"
"Differ. Integral Equ. Appl.","Differential and Integral Equations and Their Applications","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Differ. Uravn.","Differentsialnye Uravneniya","","MAIK ``Nauka/Interperiodika'', Moscow.","Translated in Differ. Equ.","0374-0641","N","Y","N","N","N"
"Differ. Uravn. Protsessy Upr.","Differentsialnye Uravneniya i Protsessy Upravleniya. Differential Equations and Control Processes","","St.-Peterbg. Gos. Tekh. Univ., St. Petersburg.","","1817-2172","N","Y","N","N","N"
"Differential Geom. Appl.","Differential Geometry and its Applications","","Elsevier, Inc., Amsterdam.","","0926-2245","N","Y","N","N","N"
"Differential Integral Equations","Differential and Integral Equations. An International Journal for Theory & Applications","","Khayyam, Athens, OH.","","0893-4983","N","Y","N","N","N"
"Differentsialnaya Geom. Mnogoobraz. Figur","Differentsialnaya Geometriya Mnogoobrazii Figur. Kaliningradskii Gosudarstvennyi Universitet","","Izd. Ross. Gos. Univ. im. I. Kanta, Kaliningrad.","","0321-4796","N","Y","N","N","N"
"Digit. Signal Image Process. Ser.","Digital Signal and Image Processing Series","","ISTE, London.","","","N","N","Y","N","N"
"DIMACS Ser. Discrete Math. Theoret. Comput. Sci.","DIMACS Series in Discrete Mathematics and Theoretical Computer Science","","Amer. Math. Soc., Providence, RI.","","1052-1798","N","N","Y","N","N"
"Dinamika Sploshn. Sredy","Rossiiskaya Akademiya Nauk. Sibirskoe Otdelenie. Institut Gidrodinamiki. Dinamika Sploshnoi Sredy","","Ross. Akad. Nauk Sib. Otd., Inst. Gidrodin. im. M. A. Lavrenteva, Novosibirsk.","","0420-0497","N","N","N","N","N"
"Dirasat Pure Sci.","Dirasat. Pure Sciences. An International Refereed Research Journal","","Univ. Jordan, Amman.","","1560-456X","N","N","N","N","N"
"Discrete Appl. Math.","Discrete Applied Mathematics. The Journal of Combinatorial Algorithms, Informatics and Computational Sciences","","Elsevier Sci. B. V., Amsterdam.","","0166-218X","N","Y","N","N","N"
"Discrete Comput. Geom.","Discrete & Computational Geometry. An International Journal of Mathematics and Computer Science","","Springer, New York.","","0179-5376","N","Y","N","N","N"
"Discrete Contin. Dyn. Syst.","Discrete and Continuous Dynamical Systems. Series A","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","","1078-0947","N","Y","N","N","N"
"Discrete Contin. Dyn. Syst. Ser. B","Discrete and Continuous Dynamical Systems. Series B. A Journal Bridging Mathematics and Sciences","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","","1531-3492","N","Y","N","N","N"
"Discrete Contin. Dyn. Syst. Ser. S","Discrete and Continuous Dynamical Systems. Series S","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","","1937-1632","N","Y","N","N","N"
"Discrete Dyn. Nat. Soc.","Discrete Dynamics in Nature and Society. An International Multidisciplinary Research and Review Journal","","Hindawi Publ. Corp., New York.","","1026-0226","N","N","N","N","N"
"Discrete Event Dyn. Syst.","Discrete Event Dynamic Systems: Theory and Applications","","Springer, Dordrecht.","","0924-6703","N","N","N","N","N"
"Discrete Math.","Discrete Mathematics","","Elsevier Sci. B. V., Amsterdam.","","0012-365X","N","Y","N","N","N"
"Discrete Math. Algorithms Appl.","Discrete Mathematics, Algorithms and Applications","","World Sci. Publ., Singapore.","","1793-8309","N","N","N","N","N"
"Discrete Math. Appl.","Discrete Mathematics and Applications","","De Gruyter, Berlin.","Translation of Diskret. Mat.","0924-9265","N","N","N","N","N"
"Discrete Math. Appl. (Boca Raton)","Discrete Mathematics and its Applications (Boca Raton)","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Discrete Math. Theor. Comput. Sci.","Discrete Mathematics & Theoretical Computer Science. DMTCS.","","Assoc. Discrete Math. Theor. Comput. Sci., Nancy.","","1365-8050","N","Y","N","N","N"
"Discrete Math. Theor. Comput. Sci. Proc.","Discrete Mathematics & Theoretical Computer Science Proceedings","","Assoc. Discrete Math. Theor. Comput. Sci., Nancy.","","1365-8050","N","N","Y","N","N"
"Discrete Optim.","Discrete Optimization","","Elsevier B. V., Amsterdam.","","1572-5286","N","Y","N","N","N"
"Discuss. Math. Differ. Incl. Control Optim.","Discussiones Mathematicae. Differential Inclusions, Control and Optimization","","Univ. Zielona Gora Pr., Zielona Gora.","","1509-9407","N","Y","N","N","N"
"Discuss. Math. Gen. Algebra Appl.","Discussiones Mathematicae. General Algebra and Applications","","Univ. Zielona Gora Pr., Zielona Gora.","","1509-9415","N","Y","N","N","N"
"Discuss. Math. Graph Theory","Discussiones Mathematicae. Graph Theory","","Univ. Zielona Gora Pr., Zielona Gora.","","1234-3099","N","Y","N","N","N"
"Discuss. Math. Probab. Stat.","Discussiones Mathematicae. Probability and Statistics","","Univ. Zielona Gora Pr., Zielona Gora.","","1509-9423","N","Y","N","N","N"
"DISKI","DISKI. Dissertationen zur Kunstlichen Intelligenz","Dissertations on Artificial Intelligence","Akad. Verl. Aka GmbH, Berlin.","","0941-5769","N","N","Y","N","N"
"Diskret. Mat.","Diskretnaya Matematika","","``Nauka'', Moscow.","Translated in Discrete Math. Appl.","0234-0860","N","Y","N","N","N"
